:: start

Filling Terrain array...
 Terrain[34][36] = RIVER
 Terrain[34][37] = BUILDING
 Terrain[34][38] = BUILDING
 Terrain[34][39] = RIVER
 Terrain[34][40] = BUILDING
 Terrain[34][41] = BUILDING
 Terrain[34][42] = PARK
 Terrain[34][43] = BUILDING
 Terrain[34][44] = BUILDING
 Terrain[34][45] = RIVER
 Terrain[34][46] = BUILDING
 Terrain[34][47] = PARK
 Terrain[34][48] = RIVER
 Terrain[35][0] = BUILDING
 Terrain[35][1] = BUILDING
 Terrain[35][2] = BUILDING
 Terrain[35][3] = RIVER
 Terrain[35][4] = PARK
 Terrain[35][5] = PARK
 Terrain[35][6] = PARK
 Terrain[35][7] = BUILDING
 Terrain[35][8] = PARK
 Terrain[35][9] = PARK
 Terrain[35][10] = BUILDING
 Terrain[35][11] = PARK
 Terrain[35][12] = PARK
 Terrain[35][13] = RIVER
 Terrain[35][14] = BUILDING
 Terrain[35][15] = BUILDING
 Terrain[35][16] = BUILDING
 Terrain[35][17] = RIVER
 Terrain[35][18] = BUILDING
 Terrain[35][19] = RIVER
 Terrain[35][20] = BUILDING
 Terrain[35][21] = BUILDING
 Terrain[35][22] = RIVER
 Terrain[35][23] = BUILDING
 Terrain[35][24] = BUILDING
 Terrain[35][25] = RIVER
 Terrain[35][26] = BUILDING
 Terrain[35][27] = PARK
 Terrain[35][28] = RIVER
 Terrain[35][29] = BUILDING
 Terrain[35][30] = PARK
 Terrain[35][31] = RIVER
 Terrain[35][32] = RIVER
 Terrain[35][33] = BUILDING
 Terrain[35][34] = RIVER
 Terrain[35][35] = BUILDING
 Terrain[35][36] = BUILDING
 Terrain[35][37] = PARK
 Terrain[35][38] = BUILDING
 Terrain[35][39] = BUILDING
 Terrain[35][40] = BUILDING
 Terrain[35][41] = RIVER
 Terrain[35][42] = BUILDING
 Terrain[35][43] = BUILDING
 Terrain[35][44] = BUILDING
 Terrain[35][45] = RIVER
 Terrain[35][46] = BUILDING
 Terrain[35][47] = RIVER
 Terrain[35][48] = BUILDING
 Terrain[36][0] = PARK
 Terrain[36][1] = BUILDING
 Terrain[36][2] = BUILDING
 Terrain[36][3] = RIVER
 Terrain[36][4] = RIVER
 Terrain[36][5] = PARK
 Terrain[36][6] = BUILDING
 Terrain[36][7] = PARK
 Terrain[36][8] = PARK
 Terrain[36][9] = RIVER
 Terrain[36][10] = BUILDING
 Terrain[36][11] = RIVER
 Terrain[36][12] = RIVER
 Terrain[36][13] = BUILDING
 Terrain[36][14] = BUILDING
 Terrain[36][15] = PARK
 Terrain[36][16] = PARK
 Terrain[36][17] = BUILDING
 Terrain[36][18] = RIVER
 Terrain[36][19] = BUILDING
 Terrain[36][20] = BUILDING
 Terrain[36][21] = RIVER
 Terrain[36][22] = BUILDING
 Terrain[36][23] = RIVER
 Terrain[36][24] = PARK
 Terrain[36][25] = PARK
 Terrain[36][26] = BUILDING
 Terrain[36][27] = BUILDING
 Terrain[36][28] = RIVER
 Terrain[36][29] = BUILDING
 Terrain[36][30] = PARK
 Terrain[36][31] = BUILDING
 Terrain[36][32] = PARK
 Terrain[36][33] = BUILDING
 Terrain[36][34] = BUILDING
 Terrain[36][35] = BUILDING
 Terrain[36][36] = PARK
 Terrain[36][37] = BUILDING
 Terrain[36][38] = BUILDING
 Terrain[36][39] = BUILDING
 Terrain[36][40] = RIVER
 Terrain[36][41] = BUILDING
 Terrain[36][42] = RIVER
 Terrain[36][43] = PARK
 Terrain[36][44] = RIVER
 Terrain[36][45] = BUILDING
 Terrain[36][46] = BUILDING
 Terrain[36][47] = PARK
 Terrain[36][48] = PARK
 Terrain[37][0] = PARK
 Terrain[37][1] = RIVER
 Terrain[37][2] = BUILDING
 Terrain[37][3] = BUILDING
 Terrain[37][4] = PARK
 Terrain[37][5] = PARK
 Terrain[37][6] = BUILDING
 Terrain[37][7] = BUILDING
 Terrain[37][8] = BUILDING
 Terrain[37][9] = BUILDING
 Terrain[37][10] = BUILDING
 Terrain[37][11] = RIVER
 Terrain[37][12] = BUILDING
 Terrain[37][13] = PARK
 Terrain[37][14] = BUILDING
 Terrain[37][15] = BUILDING
 Terrain[37][16] = BUILDING
 Terrain[37][17] = BUILDING
 Terrain[37][18] = BUILDING
 Terrain[37][19] = PARK
 Terrain[37][20] = RIVER
 Terrain[37][21] = BUILDING
 Terrain[37][22] = BUILDING
 Terrain[37][23] = PARK
 Terrain[37][24] = BUILDING
 Terrain[37][25] = BUILDING
 Terrain[37][26] = BUILDING
 Terrain[37][27] = BUILDING
 Terrain[37][28] = BUILDING
 Terrain[37][29] = BUILDING
 Terrain[37][30] = PARK
 Terrain[37][31] = PARK
 Terrain[37][32] = BUILDING
 Terrain[37][33] = BUILDING
 Terrain[37][34] = BUILDING
 Terrain[37][35] = BUILDING
 Terrain[37][36] = RIVER
 Terrain[37][37] = BUILDING
 Terrain[37][38] = PARK
 Terrain[37][39] = BUILDING
 Terrain[37][40] = BUILDING
 Terrain[37][41] = BUILDING
 Terrain[37][42] = RIVER
 Terrain[37][43] = BUILDING
 Terrain[37][44] = RIVER
 Terrain[37][45] = BUILDING
 Terrain[37][46] = BUILDING
 Terrain[37][47] = BUILDING
 Terrain[37][48] = BUILDING
 Terrain[38][0] = BUILDING
 Terrain[38][1] = PARK
 Terrain[38][2] = BUILDING
 Terrain[38][3] = PARK
 Terrain[38][4] = BUILDING
 Terrain[38][5] = BUILDING
 Terrain[38][6] = BUILDING
 Terrain[38][7] = PARK
 Terrain[38][8] = BUILDING
 Terrain[38][9] = BUILDING
 Terrain[38][10] = BUILDING
 Terrain[38][11] = RIVER
 Terrain[38][12] = BUILDING
 Terrain[38][13] = BUILDING
 Terrain[38][14] = PARK
 Terrain[38][15] = PARK
 Terrain[38][16] = BUILDING
 Terrain[38][17] = PARK
 Terrain[38][18] = BUILDING
 Terrain[38][19] = PARK
 Terrain[38][20] = BUILDING
 Terrain[38][21] = BUILDING
 Terrain[38][22] = RIVER
 Terrain[38][23] = BUILDING
 Terrain[38][24] = BUILDING
 Terrain[38][25] = BUILDING
 Terrain[38][26] = BUILDING
 Terrain[38][27] = BUILDING
 Terrain[38][28] = RIVER
 Terrain[38][29] = BUILDING
 Terrain[38][30] = BUILDING
 Terrain[38][31] = PARK
 Terrain[38][32] = RIVER
 Terrain[38][33] = BUILDING
 Terrain[38][34] = PARK
 Terrain[38][35] = RIVER
 Terrain[38][36] = BUILDING
 Terrain[38][37] = RIVER
 Terrain[38][38] = RIVER
 Terrain[38][39] = RIVER
 Terrain[38][40] = BUILDING
 Terrain[38][41] = RIVER
 Terrain[38][42] = BUILDING
 Terrain[38][43] = RIVER
 Terrain[38][44] = RIVER
 Terrain[38][45] = PARK
 Terrain[38][46] = BUILDING
 Terrain[38][47] = BUILDING
 Terrain[38][48] = RIVER
 Terrain[39][0] = RIVER
 Terrain[39][1] = BUILDING
 Terrain[39][2] = BUILDING
 Terrain[39][3] = RIVER
 Terrain[39][4] = PARK
 Terrain[39][5] = PARK
 Terrain[39][6] = BUILDING
 Terrain[39][7] = PARK
 Terrain[39][8] = BUILDING
 Terrain[39][9] = BUILDING
 Terrain[39][10] = BUILDING
 Terrain[39][11] = RIVER
 Terrain[39][12] = PARK
 Terrain[39][13] = BUILDING
 Terrain[39][14] = PARK
 Terrain[39][15] = BUILDING
 Terrain[39][16] = RIVER
 Terrain[39][17] = PARK
 Terrain[39][18] = BUILDING
 Terrain[39][19] = BUILDING
 Terrain[39][20] = BUILDING
 Terrain[39][21] = BUILDING
 Terrain[39][22] = PARK
 Terrain[39][23] = PARK
 Terrain[39][24] = RIVER
 Terrain[39][25] = BUILDING
 Terrain[39][26] = BUILDING
 Terrain[39][27] = BUILDING
 Terrain[39][28] = RIVER
 Terrain[39][29] = BUILDING
 Terrain[39][30] = RIVER
 Terrain[39][31] = BUILDING
 Terrain[39][32] = BUILDING
 Terrain[39][33] = BUILDING
 Terrain[39][34] = PARK
 Terrain[39][35] = PARK
 Terrain[39][36] = BUILDING
 Terrain[39][37] = BUILDING
 Terrain[39][38] = BUILDING
 Terrain[39][39] = PARK
 Terrain[39][40] = PARK
 Terrain[39][41] = BUILDING
 Terrain[39][42] = BUILDING
 Terrain[39][43] = BUILDING
 Terrain[39][44] = RIVER
 Terrain[39][45] = BUILDING
 Terrain[39][46] = RIVER
 Terrain[39][47] = PARK
 Terrain[39][48] = BUILDING
 Terrain[40][0] = RIVER
 Terrain[40][1] = BUILDING
 Terrain[40][2] = RIVER
 Terrain[40][3] = BUILDING
 Terrain[40][4] = BUILDING
 Terrain[40][5] = BUILDING
 Terrain[40][6] = BUILDING
 Terrain[40][7] = BUILDING
 Terrain[40][8] = BUILDING
 Terrain[40][9] = BUILDING
 Terrain[40][10] = BUILDING
 Terrain[40][11] = BUILDING
 Terrain[40][12] = RIVER
 Terrain[40][13] = BUILDING
 Terrain[40][14] = PARK
 Terrain[40][15] = BUILDING
 Terrain[40][16] = PARK
 Terrain[40][17] = RIVER
 Terrain[40][18] = BUILDING
 Terrain[40][19] = RIVER
 Terrain[40][20] = RIVER
 Terrain[40][21] = PARK
 Terrain[40][22] = BUILDING
 Terrain[40][23] = BUILDING
 Terrain[40][24] = BUILDING
 Terrain[40][25] = BUILDING
 Terrain[40][26] = BUILDING
 Terrain[40][27] = PARK
 Terrain[40][28] = BUILDING
 Terrain[40][29] = RIVER
 Terrain[40][30] = BUILDING
 Terrain[40][31] = PARK
 Terrain[40][32] = BUILDING
 Terrain[40][33] = BUILDING
 Terrain[40][34] = BUILDING
 Terrain[40][35] = PARK
 Terrain[40][36] = RIVER
 Terrain[40][37] = BUILDING
 Terrain[40][38] = BUILDING
 Terrain[40][39] = RIVER
 Terrain[40][40] = RIVER
 Terrain[40][41] = RIVER
 Terrain[40][42] = PARK
 Terrain[40][43] = BUILDING
 Terrain[40][44] = PARK
 Terrain[40][45] = BUILDING
 Terrain[40][46] = BUILDING
 Terrain[40][47] = BUILDING
 Terrain[40][48] = PARK
 Terrain[41][0] = BUILDING
 Terrain[41][1] = RIVER
 Terrain[41][2] = BUILDING
 Terrain[41][3] = RIVER
 Terrain[41][4] = BUILDING
 Terrain[41][5] = BUILDING
 Terrain[41][6] = BUILDING
 Terrain[41][7] = BUILDING
 Terrain[41][8] = PARK
 Terrain[41][9] = BUILDING
 Terrain[41][10] = BUILDING
 Terrain[41][11] = PARK
 Terrain[41][12] = BUILDING
 Terrain[41][13] = BUILDING
 Terrain[41][14] = PARK
 Terrain[41][15] = BUILDING
 Terrain[41][16] = BUILDING
 Terrain[41][17] = BUILDING
 Terrain[41][18] = RIVER
 Terrain[41][19] = PARK
 Terrain[41][20] = PARK
 Terrain[41][21] = BUILDING
 Terrain[41][22] = BUILDING
 Terrain[41][23] = BUILDING
 Terrain[41][24] = BUILDING
 Terrain[41][25] = BUILDING
 Terrain[41][26] = RIVER
 Terrain[41][27] = RIVER
 Terrain[41][28] = PARK
 Terrain[41][29] = BUILDING
 Terrain[41][30] = RIVER
 Terrain[41][31] = BUILDING
 Terrain[41][32] = BUILDING
 Terrain[41][33] = BUILDING
 Terrain[41][34] = PARK
 Terrain[41][35] = RIVER
 Terrain[41][36] = BUILDING
 Terrain[41][37] = PARK
 Terrain[41][38] = BUILDING
 Terrain[41][39] = BUILDING
 Terrain[41][40] = BUILDING
 Terrain[41][41] = BUILDING
 Terrain[41][42] = BUILDING
 Terrain[41][43] = BUILDING
 Terrain[41][44] = RIVER
 Terrain[41][45] = BUILDING
 Terrain[41][46] = BUILDING
 Terrain[41][47] = PARK
 Terrain[41][48] = BUILDING
 Terrain[42][0] = BUILDING
 Terrain[42][1] = BUILDING
 Terrain[42][2] = PARK
 Terrain[42][3] = PARK
 Terrain[42][4] = BUILDING
 Terrain[42][5] = PARK
 Terrain[42][6] = BUILDING
 Terrain[42][7] = RIVER
 Terrain[42][8] = BUILDING
 Terrain[42][9] = BUILDING
 Terrain[42][10] = RIVER
 Terrain[42][11] = RIVER
 Terrain[42][12] = BUILDING
 Terrain[42][13] = BUILDING
 Terrain[42][14] = BUILDING
 Terrain[42][15] = BUILDING
 Terrain[42][16] = BUILDING
 Terrain[42][17] = RIVER
 Terrain[42][18] = BUILDING
 Terrain[42][19] = BUILDING
 Terrain[42][20] = PARK
 Terrain[42][21] = BUILDING
 Terrain[42][22] = BUILDING
 Terrain[42][23] = BUILDING
 Terrain[42][24] = PARK
 Terrain[42][25] = PARK
 Terrain[42][26] = BUILDING
 Terrain[42][27] = BUILDING
 Terrain[42][28] = PARK
 Terrain[42][29] = RIVER
 Terrain[42][30] = BUILDING
 Terrain[42][31] = BUILDING
 Terrain[42][32] = BUILDING
 Terrain[42][33] = RIVER
 Terrain[42][34] = BUILDING
 Terrain[42][35] = RIVER
 Terrain[42][36] = PARK
 Terrain[42][37] = BUILDING
 Terrain[42][38] = RIVER
 Terrain[42][39] = BUILDING
 Terrain[42][40] = PARK
 Terrain[42][41] = PARK
 Terrain[42][42] = BUILDING
 Terrain[42][43] = BUILDING
 Terrain[42][44] = BUILDING
 Terrain[42][45] = BUILDING
 Terrain[42][46] = RIVER
 Terrain[42][47] = RIVER
 Terrain[42][48] = BUILDING
 Terrain[43][0] = PARK
 Terrain[43][1] = RIVER
 Terrain[43][2] = RIVER
 Terrain[43][3] = RIVER
 Terrain[43][4] = BUILDING
 Terrain[43][5] = BUILDING
 Terrain[43][6] = RIVER
 Terrain[43][7] = BUILDING
 Terrain[43][8] = BUILDING
 Terrain[43][9] = BUILDING
 Terrain[43][10] = BUILDING
 Terrain[43][11] = RIVER
 Terrain[43][12] = PARK
 Terrain[43][13] = BUILDING
 Terrain[43][14] = PARK
 Terrain[43][15] = BUILDING
 Terrain[43][16] = PARK
 Terrain[43][17] = BUILDING
 Terrain[43][18] = PARK
 Terrain[43][19] = PARK
 Terrain[43][20] = RIVER
 Terrain[43][21] = BUILDING
 Terrain[43][22] = PARK
 Terrain[43][23] = BUILDING
 Terrain[43][24] = BUILDING
 Terrain[43][25] = RIVER
 Terrain[43][26] = RIVER
 Terrain[43][27] = BUILDING
 Terrain[43][28] = BUILDING
 Terrain[43][29] = RIVER
 Terrain[43][30] = BUILDING
 Terrain[43][31] = BUILDING
 Terrain[43][32] = RIVER
 Terrain[43][33] = PARK
 Terrain[43][34] = BUILDING
 Terrain[43][35] = RIVER
 Terrain[43][36] = PARK
 Terrain[43][37] = BUILDING
 Terrain[43][38] = BUILDING
 Terrain[43][39] = BUILDING
 Terrain[43][40] = RIVER
 Terrain[43][41] = PARK
 Terrain[43][42] = BUILDING
 Terrain[43][43] = BUILDING
 Terrain[43][44] = PARK
 Terrain[43][45] = PARK
 Terrain[43][46] = BUILDING
 Terrain[43][47] = BUILDING
 Terrain[43][48] = BUILDING
 Terrain[44][0] = BUILDING
 Terrain[44][1] = BUILDING
 Terrain[44][2] = PARK
 Terrain[44][3] = RIVER
 Terrain[44][4] = BUILDING
 Terrain[44][5] = BUILDING
 Terrain[44][6] = BUILDING
 Terrain[44][7] = BUILDING
 Terrain[44][8] = BUILDING
 Terrain[44][9] = PARK
 Terrain[44][10] = PARK
 Terrain[44][11] = BUILDING
 Terrain[44][12] = BUILDING
 Terrain[44][13] = BUILDING
 Terrain[44][14] = PARK
 Terrain[44][15] = RIVER
 Terrain[44][16] = PARK
 Terrain[44][17] = BUILDING
 Terrain[44][18] = RIVER
 Terrain[44][19] = BUILDING
 Terrain[44][20] = BUILDING
 Terrain[44][21] = BUILDING
 Terrain[44][22] = PARK
 Terrain[44][23] = BUILDING
 Terrain[44][24] = RIVER
 Terrain[44][25] = RIVER
 Terrain[44][26] = BUILDING
 Terrain[44][27] = BUILDING
 Terrain[44][28] = BUILDING
 Terrain[44][29] = RIVER
 Terrain[44][30] = BUILDING
 Terrain[44][31] = BUILDING
 Terrain[44][32] = PARK
 Terrain[44][33] = RIVER
 Terrain[44][34] = BUILDING
 Terrain[44][35] = BUILDING
 Terrain[44][36] = BUILDING
 Terrain[44][37] = RIVER
 Terrain[44][38] = BUILDING
 Terrain[44][39] = BUILDING
 Terrain[44][40] = BUILDING
 Terrain[44][41] = BUILDING
 Terrain[44][42] = BUILDING
 Terrain[44][43] = BUILDING
 Terrain[44][44] = RIVER
 Terrain[44][45] = BUILDING
 Terrain[44][46] = BUILDING
 Terrain[44][47] = BUILDING
 Terrain[44][48] = BUILDING
 Terrain[45][0] = BUILDING
 Terrain[45][1] = BUILDING
 Terrain[45][2] = BUILDING
 Terrain[45][3] = BUILDING
 Terrain[45][4] = BUILDING
 Terrain[45][5] = BUILDING
 Terrain[45][6] = RIVER
 Terrain[45][7] = RIVER
 Terrain[45][8] = BUILDING
 Terrain[45][9] = BUILDING
 Terrain[45][10] = PARK
 Terrain[45][11] = RIVER
 Terrain[45][12] = BUILDING
 Terrain[45][13] = RIVER
 Terrain[45][14] = BUILDING
 Terrain[45][15] = BUILDING
 Terrain[45][16] = BUILDING
 Terrain[45][17] = BUILDING
 Terrain[45][18] = PARK
 Terrain[45][19] = PARK
 Terrain[45][20] = BUILDING
 Terrain[45][21] = RIVER
 Terrain[45][22] = PARK
 Terrain[45][23] = BUILDING
 Terrain[45][24] = RIVER
 Terrain[45][25] = BUILDING
 Terrain[45][26] = BUILDING
 Terrain[45][27] = PARK
 Terrain[45][28] = BUILDING
 Terrain[45][29] = RIVER
 Terrain[45][30] = BUILDING
 Terrain[45][31] = RIVER
 Terrain[45][32] = BUILDING
 Terrain[45][33] = BUILDING
 Terrain[45][34] = RIVER
 Terrain[45][35] = BUILDING
 Terrain[45][36] = BUILDING
 Terrain[45][37] = BUILDING
 Terrain[45][38] = BUILDING
 Terrain[45][39] = PARK
 Terrain[45][40] = BUILDING
 Terrain[45][41] = RIVER
 Terrain[45][42] = BUILDING
 Terrain[45][43] = BUILDING
 Terrain[45][44] = BUILDING
 Terrain[45][45] = BUILDING
 Terrain[45][46] = RIVER
 Terrain[45][47] = PARK
 Terrain[45][48] = PARK
 Terrain[46][0] = BUILDING
 Terrain[46][1] = PARK
 Terrain[46][2] = BUILDING
 Terrain[46][3] = PARK
 Terrain[46][4] = PARK
 Terrain[46][5] = BUILDING
 Terrain[46][6] = BUILDING
 Terrain[46][7] = BUILDING
 Terrain[46][8] = BUILDING
 Terrain[46][9] = RIVER
 Terrain[46][10] = PARK
 Terrain[46][11] = BUILDING
 Terrain[46][12] = PARK
 Terrain[46][13] = PARK
 Terrain[46][14] = BUILDING
 Terrain[46][15] = BUILDING
 Terrain[46][16] = BUILDING
 Terrain[46][17] = BUILDING
 Terrain[46][18] = PARK
 Terrain[46][19] = BUILDING
 Terrain[46][20] = BUILDING
 Terrain[46][21] = BUILDING
 Terrain[46][22] = BUILDING
 Terrain[46][23] = BUILDING
 Terrain[46][24] = BUILDING
 Terrain[46][25] = BUILDING
 Terrain[46][26] = RIVER
 Terrain[46][27] = BUILDING
 Terrain[46][28] = BUILDING
 Terrain[46][29] = BUILDING
 Terrain[46][30] = BUILDING
 Terrain[46][31] = BUILDING
 Terrain[46][32] = BUILDING
 Terrain[46][33] = PARK
 Terrain[46][34] = PARK
 Terrain[46][35] = BUILDING
 Terrain[46][36] = RIVER
 Terrain[46][37] = PARK
 Terrain[46][38] = BUILDING
 Terrain[46][39] = PARK
 Terrain[46][40] = RIVER
 Terrain[46][41] = PARK
 Terrain[46][42] = BUILDING
 Terrain[46][43] = PARK
 Terrain[46][44] = BUILDING
 Terrain[46][45] = RIVER
 Terrain[46][46] = BUILDING
 Terrain[46][47] = RIVER
 Terrain[46][48] = RIVER
 Terrain[47][0] = BUILDING
 Terrain[47][1] = BUILDING
 Terrain[47][2] = PARK
 Terrain[47][3] = BUILDING
 Terrain[47][4] = BUILDING
 Terrain[47][5] = RIVER
 Terrain[47][6] = BUILDING
 Terrain[47][7] = BUILDING
 Terrain[47][8] = BUILDING
 Terrain[47][9] = BUILDING
 Terrain[47][10] = BUILDING
 Terrain[47][11] = BUILDING
 Terrain[47][12] = BUILDING
 Terrain[47][13] = BUILDING
 Terrain[47][14] = PARK
 Terrain[47][15] = BUILDING
 Terrain[47][16] = BUILDING
 Terrain[47][17] = PARK
 Terrain[47][18] = RIVER
 Terrain[47][19] = RIVER
 Terrain[47][20] = PARK
 Terrain[47][21] = BUILDING
 Terrain[47][22] = BUILDING
 Terrain[47][23] = BUILDING
 Terrain[47][24] = BUILDING
 Terrain[47][25] = BUILDING
 Terrain[47][26] = BUILDING
 Terrain[47][27] = RIVER
 Terrain[47][28] = PARK
 Terrain[47][29] = BUILDING
 Terrain[47][30] = RIVER
 Terrain[47][31] = RIVER
 Terrain[47][32] = RIVER
 Terrain[47][33] = RIVER
 Terrain[47][34] = RIVER
 Terrain[47][35] = BUILDING
 Terrain[47][36] = RIVER
 Terrain[47][37] = BUILDING
 Terrain[47][38] = RIVER
 Terrain[47][39] = PARK
 Terrain[47][40] = RIVER
 Terrain[47][41] = PARK
 Terrain[47][42] = RIVER
 Terrain[47][43] = BUILDING
 Terrain[47][44] = BUILDING
 Terrain[47][45] = BUILDING
 Terrain[47][46] = BUILDING
 Terrain[47][47] = BUILDING
 Terrain[47][48] = PARK
 Terrain[48][0] = PARK
 Terrain[48][1] = BUILDING
 Terrain[48][2] = BUILDING
 Terrain[48][3] = BUILDING
 Terrain[48][4] = BUILDING
 Terrain[48][5] = BUILDING
 Terrain[48][6] = BUILDING
 Terrain[48][7] = RIVER
 Terrain[48][8] = PARK
 Terrain[48][9] = RIVER
 Terrain[48][10] = PARK
 Terrain[48][11] = BUILDING
 Terrain[48][12] = BUILDING
 Terrain[48][13] = PARK
 Terrain[48][14] = BUILDING
 Terrain[48][15] = BUILDING
 Terrain[48][16] = BUILDING
 Terrain[48][17] = RIVER
 Terrain[48][18] = BUILDING
 Terrain[48][19] = PARK
 Terrain[48][20] = BUILDING
 Terrain[48][21] = PARK
 Terrain[48][22] = PARK
 Terrain[48][23] = PARK
 Terrain[48][24] = BUILDING
 Terrain[48][25] = BUILDING
 Terrain[48][26] = BUILDING
 Terrain[48][27] = BUILDING
 Terrain[48][28] = BUILDING
 Terrain[48][29] = BUILDING
 Terrain[48][30] = BUILDING
 Terrain[48][31] = RIVER
 Terrain[48][32] = BUILDING
 Terrain[48][33] = RIVER
 Terrain[48][34] = RIVER
 Terrain[48][35] = RIVER
 Terrain[48][36] = BUILDING
 Terrain[48][37] = BUILDING
 Terrain[48][38] = RIVER
 Terrain[48][39] = RIVER
 Terrain[48][40] = BUILDING
 Terrain[48][41] = PARK
 Terrain[48][42] = BUILDING
 Terrain[48][43] = PARK
 Terrain[48][44] = BUILDING
 Terrain[48][45] = BUILDING
 Terrain[48][46] = PARK
 Terrain[48][47] = BUILDING
 Terrain[48][48] = PARK
Done.
Create from Terrain array...
 Tile [0,0] = BUILDING Created
 Tile [0,1] = BUILDING Created
 Tile [0,2] = PARK Created
 Tile [0,3] = RIVER Created
 Tile [0,4] = BUILDING Created
 Tile [0,5] = PARK Created
 Tile [0,6] = BUILDING Created
 Tile [0,7] = BUILDING Created
 Tile [0,8] = BUILDING Created
 Tile [0,9] = BUILDING Created
 Tile [0,10] = RIVER Created
 Tile [0,11] = PARK Created
 Tile [0,12] = BUILDING Created
 Tile [0,13] = BUILDING Created
 Tile [0,14] = BUILDING Created
 Tile [0,15] = BUILDING Created
 Tile [0,16] = BUILDING Created
 Tile [0,17] = RIVER Created
 Tile [0,18] = BUILDING Created
 Tile [0,19] = RIVER Created
 Tile [0,20] = BUILDING Created
 Tile [0,21] = PARK Created
 Tile [0,22] = PARK Created
 Tile [0,23] = BUILDING Created
 Tile [0,24] = BUILDING Created
 Tile [0,25] = BUILDING Created
 Tile [0,26] = RIVER Created
 Tile [0,27] = PARK Created
 Tile [0,28] = BUILDING Created
 Tile [0,29] = BUILDING Created
 Tile [0,30] = RIVER Created
 Tile [0,31] = BUILDING Created
 Tile [0,32] = BUILDING Created
 Tile [0,33] = BUILDING Created
 Tile [0,34] = BUILDING Created
 Tile [0,35] = BUILDING Created
 Tile [0,36] = PARK Created
 Tile [0,37] = PARK Created
 Tile [0,38] = BUILDING Created
 Tile [0,39] = BUILDING Created
 Tile [0,40] = PARK Created
 Tile [0,41] = BUILDING Created
 Tile [0,42] = BUILDING Created
 Tile [0,43] = BUILDING Created
 Tile [0,44] = BUILDING Created
 Tile [0,45] = PARK Created
 Tile [0,46] = BUILDING Created
 Tile [0,47] = BUILDING Created
 Tile [0,48] = BUILDING Created
 Tile [1,0] = BUILDING Created
 Tile [1,1] = BUILDING Created
 Tile [1,2] = RIVER Created
 Tile [1,3] = BUILDING Created
 Tile [1,4] = BUILDING Created
 Tile [1,5] = BUILDING Created
 Tile [1,6] = BUILDING Created
 Tile [1,7] = BUILDING Created
 Tile [1,8] = PARK Created
 Tile [1,9] = PARK Created
 Tile [1,10] = BUILDING Created
 Tile [1,11] = RIVER Created
 Tile [1,12] = BUILDING Created
 Tile [1,13] = BUILDING Created
 Tile [1,14] = BUILDING Created
 Tile [1,15] = BUILDING Created
 Tile [1,16] = BUILDING Created
 Tile [1,17] = BUILDING Created
 Tile [1,18] = BUILDING Created
 Tile [1,19] = BUILDING Created
 Tile [1,20] = RIVER Created
 Tile [1,21] = BUILDING Created
 Tile [1,22] = PARK Created
 Tile [1,23] = PARK Created
 Tile [1,24] = PARK Created
 Tile [1,25] = BUILDING Created
 Tile [1,26] = BUILDING Created
 Tile [1,27] = BUILDING Created
 Tile [1,28] = BUILDING Created
 Tile [1,29] = BUILDING Created
 Tile [1,30] = BUILDING Created
 Tile [1,31] = PARK Created
 Tile [1,32] = PARK Created
 Tile [1,33] = BUILDING Created
 Tile [1,34] = PARK Created
 Tile [1,35] = BUILDING Created
 Tile [1,36] = BUILDING Created
 Tile [1,37] = PARK Created
 Tile [1,38] = RIVER Created
 Tile [1,39] = PARK Created
 Tile [1,40] = BUILDING Created
 Tile [1,41] = BUILDING Created
 Tile [1,42] = RIVER Created
 Tile [1,43] = PARK Created
 Tile [1,44] = BUILDING Created
 Tile [1,45] = RIVER Created
 Tile [1,46] = BUILDING Created
 Tile [1,47] = BUILDING Created
 Tile [1,48] = BUILDING Created
 Tile [2,0] = BUILDING Created
 Tile [2,1] = RIVER Created
 Tile [2,2] = BUILDING Created
 Tile [2,3] = BUILDING Created
 Tile [2,4] = BUILDING Created
 Tile [2,5] = PARK Created
 Tile [2,6] = BUILDING Created
 Tile [2,7] = BUILDING Created
 Tile [2,8] = PARK Created
 Tile [2,9] = BUILDING Created
 Tile [2,10] = RIVER Created
 Tile [2,11] = BUILDING Created
 Tile [2,12] = BUILDING Created
 Tile [2,13] = PARK Created
 Tile [2,14] = BUILDING Created
 Tile [2,15] = BUILDING Created
 Tile [2,16] = PARK Created
 Tile [2,17] = BUILDING Created
 Tile [2,18] = BUILDING Created
 Tile [2,19] = BUILDING Created
 Tile [2,20] = BUILDING Created
 Tile [2,21] = BUILDING Created
 Tile [2,22] = BUILDING Created
 Tile [2,23] = BUILDING Created
 Tile [2,24] = PARK Created
 Tile [2,25] = BUILDING Created
 Tile [2,26] = BUILDING Created
 Tile [2,27] = PARK Created
 Tile [2,28] = BUILDING Created
 Tile [2,29] = BUILDING Created
 Tile [2,30] = RIVER Created
 Tile [2,31] = BUILDING Created
 Tile [2,32] = RIVER Created
 Tile [2,33] = BUILDING Created
 Tile [2,34] = BUILDING Created
 Tile [2,35] = RIVER Created
 Tile [2,36] = PARK Created
 Tile [2,37] = BUILDING Created
 Tile [2,38] = RIVER Created
 Tile [2,39] = PARK Created
 Tile [2,40] = BUILDING Created
 Tile [2,41] = BUILDING Created
 Tile [2,42] = RIVER Created
 Tile [2,43] = BUILDING Created
 Tile [2,44] = BUILDING Created
 Tile [2,45] = PARK Created
